f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,label
787.9062059583426,795.2558639182624,780.9312940467423,843.1434145681106,818.4821052088391,798.186165163181,794.1365895062496,781.1614792036959,804.1976385534557,810.21117924725,749.0559687563245,781.8387383659798,789.0295061199629,833.0806385533524,792.0991490744555,761.0844293052115,778.4198076055818,849.0547067451089,796.624111630665,779.9819984242578,764.104094960241,806.5537339484545,809.1870278711464,816.9712159328637,874.112460580544,775.0372090741458,796.7129760679003,813.2544223563574,795.0041964698648,754.3024690373396,818.7266534772305,790.159736267076,779.3443708444382,783.6071718327584,844.7226792380316,838.419296431181,778.6646835785879,762.6487696153239,828.4026408867114,857.3987054754061,864.2608199492446,770.5446956018214,839.8898240158381,805.8095552764543,757.6986549964101,784.4535619528441,786.2991892932273,817.830572337792,771.7707717132436,829.5438984231918,817.8301902086438,831.4455036330679,789.4385878396207,815.8563710765562,780.046587660532,822.8611243013505,800.0107989581049,802.4640445645409,805.1254560865275,762.4090939002206,1
480.6046635728038,518.5854438403219,446.17836049165317,514.1312859223232,502.133770147157,423.68821926469997,383.8040990303275,330.7366363258628,261.9954182249638,210.90726207100596,260.26151484880523,216.28697705831337,262.45406449147737,223.73661582946684,230.19263062327636,295.8322559510289,322.13184062910403,336.9998468287613,289.35084006492843,356.35940144328515,305.04041867679746,369.0847751647084,348.3669804279661,361.7809482722689,394.59479027221727,392.82282104124596,510.3424723324949,418.18158012869674,434.35453173774357,421.75603337874793,437.11681750588764,405.2762335346136,424.4330472129483,358.4199523251975,352.30388341145533,384.1316781312371,362.7932037775394,345.1241430470431,360.1944425034515,345.81554398342575,319.8377159022674,267.23303788079926,366.2639959798988,422.4566617562857,470.37033249381983,487.81040953247117,410.9809206987408,283.60327544071464,264.1381413177738,193.47403717510085,202.54749923394482,199.34255275175374,276.07367021925404,197.8499551200202,216.87456539179914,214.8012275890186,241.27431800485815,240.56529198146498,251.4374545578092,273.18779802076006,0
197.31564189567325,192.07623221191713,235.27569526144927,217.06279604057158,255.37439196119138,223.92816102822144,237.60250165865273,299.69987433075613,301.598744425338,276.2182568856191,243.081401064639,292.6456966161293,336.42993938853095,296.58120234063307,345.0938607151034,351.4322906305676,383.64917987876,402.67880785369385,360.5274170858342,356.974579462383,350.23297287258885,341.68377268332404,310.7685497487094,258.9537020498942,311.7344091952003,287.7651715538186,328.75898918153615,365.7314544027938,328.5238189503,318.48807857505744,360.21192552342956,367.89172815719667,400.3996620196385,373.1039010115058,375.28643671212325,367.1489699787464,365.7999236387634,391.37492333384927,433.4693743364203,472.73423576073014,404.3582930239496,465.24325665302194,462.4426098282331,481.6079946057881,427.57120945143066,467.69335665231443,431.7035400398504,432.6113862824863,466.39428481676254,468.96860405766796,467.0398074090672,413.2379026024239,437.3503220621108,402.4060654461153,392.43501755549045,454.79280792468035,434.19965969199046,460.68062765582226,448.4021365039625,483.0827375548095,0
308.74146878656916,359.83123993122615,292.1368885897589,343.327659617819,334.6631037294352,386.1211338525716,460.52663607162157,414.38169108322114,345.03304499922086,395.4095777003619,329.9543937685292,337.20767102161653,418.3340862855003,380.06806163074356,408.9365946467234,410.0291377937193,461.35244713322766,462.0897887568534,438.38988836935016,337.4668340833521,293.8487236414532,315.0283703055389,341.7179716080951,296.25970830182655,387.023873386322,334.40535224651757,286.4260478509573,311.6914328241586,281.3860553179737,352.54440793669994,393.2264999507294,393.09813961203855,513.2491317806671,414.5471608427485,422.207461806188,444.2054951365622,410.2391605195949,447.31959483855746,336.4471814817018,388.1730921867772,412.45557611883476,485.9379296167299,360.8144786981745,303.65704923979956,340.06800072064925,342.1813780207673,185.36321074682562,288.40410192332615,284.6475565754605,244.8327416009569,267.30085705856925,230.97714446363722,207.57919096203318,244.48875186263564,331.16261353156915,390.0244221948934,437.6434043832945,428.89633610628545,476.275473442122,427.28145413011885,0
149.46052755065637,779.3566167520275,212.94174906893952,208.6464776045559,169.9805477394373,196.1268202082412,255.06159869923493,143.81261661182867,166.45319464760468,236.37770073323463,149.1324814684402,128.630383855709,925.0975842590962,223.09580106356754,793.5910315142057,210.20954329486568,234.29011377958756,146.6572225017065,204.05144986079068,195.961459745204,143.35479960375233,203.95029342619299,791.6484275560914,228.95173633683558,203.00343164795322,170.63919687742012,145.6398216506119,257.03721606771313,207.17514014235417,167.49013886474302,192.56795059212624,222.89788586742512,142.65300458666812,122.5163808567821,178.76570184123005,727.7517525841351,251.40971744661636,139.45932231340063,202.46491506346393,1000.592997125156,680.8261734741568,125.99564193656367,141.99611171200831,205.30187555400838,129.5532223969884,233.27048185499797,918.4999492195248,133.16427523519883,126.0388246186559,771.0208727338447,228.679031245929,243.95236541839904,184.0867995738829,205.9438604993809,166.3842351108018,219.14379045055,242.52293779029256,167.9838033389291,241.63315611028528,162.52106172284564,1
247.75880859757743,155.3531705955132,201.55508138113424,236.56362798501368,227.3891102216318,826.2001660182334,231.07952272923765,147.153637165569,685.6823884649377,211.3976338164813,186.08993694128299,240.06356179641196,187.6177266810252,220.43508883082833,140.92420684550785,231.27388590676185,199.5138708341183,835.7783503901326,150.6836677899113,142.48941798234756,807.060021542437,175.00244535896528,208.48116579015013,230.09293280787264,114.07557549915236,258.3205810260846,176.56823263703706,194.1742041675753,209.1931266241628,190.72714251500275,173.36988060712545,124.69421300543506,185.63139004482906,233.69398192546382,171.44424996642525,223.79237535073798,220.63710208585937,244.5025790086197,148.07266321167089,207.96057312234782,818.7185661239542,182.5504963910755,214.31805804518905,150.6490826492748,227.68533724521123,200.32391738375057,180.95880291196056,258.59789730138664,235.23853351587496,850.2967300386786,214.23650621235848,747.4792515143079,140.0803739123152,215.38292008692176,202.44630936285688,175.8082150124799,247.32523312329522,198.61953875375158,188.16242920044286,1005.9504875705046,1
489.60954130343623,397.85933452867755,355.3111900391217,386.14092208063937,400.0505569214329,378.4397327361704,390.7698836188695,371.7763672288104,373.6548614296539,359.9898146233452,415.157600880413,414.0572836898379,447.68274014707134,423.97417144734743,469.8754055886758,479.2114012945557,533.5154229120631,487.6343891019167,425.9167204864281,500.5896950182742,493.4200813339667,479.409176087342,443.27867557588866,520.5026762250911,483.64627335444584,456.63873524462724,415.8407788210079,384.5082252150866,377.32865015556223,409.3999414831545,391.90038387599674,391.1290380561005,346.5242616154676,364.0091513560247,422.2385186273918,346.12104849864005,391.54860827957503,431.2368401460683,475.35032552589297,399.274006648449,451.33640219161765,381.4260585039099,391.24174031455055,359.1140933106374,335.7568570793397,333.7068805318622,377.80301721382205,397.00915011567673,450.3481127790066,465.3797624264655,427.00814901974286,388.2182533617159,378.64667274239713,273.10306992940906,224.80801205793267,227.47916469156692,228.0238751733722,204.03745519804778,186.22188015828806,252.52886959972244,0
757.8198134396516,780.0523454434045,714.3145261160685,730.9456091689185,726.690939362016,733.7558838487084,714.6719515333718,802.3632658328672,770.6956606358301,729.5425722317156,749.3147242433524,738.0585686301914,752.830376509206,729.7339131013234,710.851440880684,734.6211528064856,783.4602725755069,711.8027087396599,776.3553891388513,762.9259784045454,738.9363676176436,767.6787464677531,754.1426476296948,695.4911193721019,738.813753841502,739.5462439786613,785.0522202759173,738.906636392643,743.6556928107699,719.8964387695145,747.3449089428735,719.2050496423974,776.0783099584955,738.4138463933024,719.1451008147953,779.564996887696,716.2763513515647,755.3109936298538,711.7451377329701,756.2527204222736,775.6161051952953,732.7219861078592,719.43242848517,720.2104294301581,747.5431187780448,797.1272436783446,775.6262466814853,778.1892258953665,722.1793961212799,776.3501861334695,773.6039671526403,756.5523257248299,733.1384217174159,773.2320283979345,731.9807484931678,765.3577314558711,739.4096137024214,724.2893221333482,738.7958677893475,798.1248753876765,1
243.81984840444704,199.40169012344197,207.10125951382932,185.0034758588294,212.51169890469978,212.0287630802813,181.8347436780879,268.6496418211824,260.72056618387137,237.87480440001482,291.95900051569464,320.2713696046997,282.7358048534948,283.60920107137827,323.26980520073107,299.3248246868,294.04680389745096,347.36690626975326,357.0340725557833,385.2620258856332,370.8315341791208,364.99573884354226,374.0214943540868,319.1346230355222,415.9285469376571,370.10384882093075,382.02600993157694,442.2030975453904,404.430640970056,432.2766854076085,443.79075766329,420.00344543278715,487.86497612680887,458.97355587610616,515.6997204051822,458.61882058296237,460.002103747155,493.68395228059796,450.5633273878089,462.21201145786506,499.473398341579,495.7393209193238,482.7337444993138,518.2915320710838,503.5704068398231,491.6055381688874,449.00304748009125,451.4477350909897,437.2497286039793,448.9425091691873,392.62309945684075,401.448734001721,376.6901153452363,355.10367186781775,360.0474920734085,365.78659983154205,309.3239939237944,315.6169186428432,296.42877663193207,366.3775913004273,0
304.42106830253437,282.4549978215581,291.784858318727,241.78366897098704,257.4437321104643,230.9199855580365,231.28056358105738,206.4156483280459,248.9244493488957,210.7124687303948,194.38533880032102,201.15176152669065,250.2077931724375,280.39427395931034,310.1551250013349,303.7629185851335,351.44378131994824,331.18565440099064,320.54019999328045,310.202222372735,341.63684341479416,427.1057982360443,394.7715582656577,381.37050982648844,396.74619504542267,343.46092024580685,279.64499285291225,330.73186937456876,307.27888835017177,265.20755660899493,258.82556067776454,307.9936163290498,315.9471448349659,298.0456016952277,317.8709371077803,340.4718033775149,290.4920112979371,271.9685114909014,246.45584217133532,222.4216585370117,261.7415795222202,291.9557460752871,235.05630963322113,248.32079784572102,315.2046505446905,258.40022671804996,251.04337604341112,307.7841292610198,359.94221341858685,339.1491093295606,367.91568598564186,345.3140845205537,438.1077825966137,481.2291409515912,470.37499722883706,488.4127895808394,479.25246902799825,492.25454898136655,484.41786274948896,416.6572824112596,0
169.97756816032057,208.05555823644215,164.75508451684104,245.71183515937074,189.648813048427,132.30448244348577,847.4887577498055,254.57446368679683,245.21037703241362,165.54094468679344,163.8264105477731,130.98788017123752,243.5267972917664,210.14710007720714,149.80017458076037,149.11553279512117,230.44825307089664,150.45096133425824,200.54102447311374,134.42463300455117,122.18051662710174,169.63764993772622,690.2344686723275,143.0424559166076,169.48737270093187,152.20048261590838,238.19905549274,194.85901012999426,676.6531249354321,155.40708611045127,180.5949056763534,853.6885918027864,215.192033755201,216.48724203294205,199.0409572429817,151.1638897603258,153.7667239792322,635.7851530673249,132.14408085581368,182.6907697019184,124.08524206213663,167.8724173678692,121.8700911982605,219.74593313543042,160.70396239462428,217.22476999988243,874.7800795448795,201.3643043333725,237.0238365414715,184.13014959318323,154.20572111646675,167.90414291272702,177.99439074002262,186.65507182317813,170.58476453691048,818.8561487123202,125.79030844225548,172.85837591878078,240.36860936835112,206.90106901825155,1
767.3282344440787,765.4403334160352,766.5256794300556,754.9169463365623,790.8766555554685,722.8886271724037,730.9017786218781,800.9232998558866,773.6445594232562,716.3509629819346,774.9529662353614,727.2292775636264,799.4774984591631,789.969327273791,819.398965663437,759.493183681979,736.5429601431814,753.4536723693185,754.0256102656867,776.6061972237851,721.1787183348445,766.8339380173204,741.6065788735573,754.143386704499,801.542315413281,792.034940635339,785.2117590868758,782.8788548810197,760.356326973296,765.7552231328282,727.6532498189019,736.121035504891,770.1355717548089,738.9724346525253,784.2114803301212,765.7251574671322,759.5286573521663,751.7962486249514,778.236852270024,783.9131320821025,744.9614395559863,753.8581148042955,762.2621153169744,774.9921221348551,774.6746771604649,764.4120864105033,784.6725822552341,763.5734726165779,732.0510304075614,800.397624506676,791.4665829438125,732.5405496771656,771.4304844459613,799.4819337198547,759.3617948590304,786.2585256001202,794.7314456556763,773.6724494752599,820.543753140059,783.2140834086905,1
194.2809396186902,187.25007792914306,188.8171978420716,183.21339293469052,230.0261817831439,221.08197248760334,259.9451509429491,303.2161497838353,289.79011116373545,318.25877103471277,302.36429734821,279.0632583525925,293.1844520366548,330.7349349957859,347.22969765220085,405.80330913487563,353.2425525091057,351.7096266748451,321.53853123984135,407.3612490994257,444.6708229066656,394.7657918849655,454.5677947868997,469.3541730163423,501.04376816081003,433.9909635835088,427.5664509749886,453.00858596923587,425.5172969954149,327.60680992586805,358.1251963163764,312.18232305505734,362.144631331424,424.95625840353154,375.82138026103837,385.77476088916126,437.503920118943,431.44909476075145,458.1210515493071,414.210397335881,419.43160914572076,443.7431629563964,482.7677855661788,487.2885452479285,434.6398633704658,384.9820420961014,384.0568339874588,449.02519286430703,429.73678783360674,506.93917158488665,435.1634749820291,416.43892066804653,426.3998266913254,464.4347132817817,479.1510758678541,462.60197592572587,464.5819993265959,413.4180457617296,378.13516651979114,437.7503442192308,0
248.67848361916964,205.101662923354,215.74710380186517,292.9314620508084,356.01936952371034,348.43581598005073,361.7906168141507,343.33789408040394,308.2206541455039,381.91870858661514,372.3727116623083,321.58353314540557,407.9758195760883,403.3600057437624,414.06075664646283,378.6684023884161,421.927740381097,377.2837673502259,449.3009349831895,387.0091013528249,417.06069998425943,452.0428531131988,461.4221401796354,488.86781155386655,496.19862165223043,508.07577951413424,492.30025100364526,443.9709663253908,456.67944870521,436.7789897421293,412.1415917921423,398.79753819785856,351.4794328254442,352.31876016407404,329.63080844479254,360.42418399428897,324.7217717514098,297.6732176353694,299.1949429599812,291.59947796205984,315.0350428383714,278.9552742127835,294.0252098941726,318.390468509437,323.60147861627337,361.21086025395175,373.4973714085792,341.1516741338907,302.7067452575308,285.73114812905834,322.8184805951268,325.22060276905404,291.03098820233913,304.9399579518528,292.84742421298023,193.98863329412927,242.49721442867013,189.47926133061281,264.15218675926064,266.1283115215293,0
411.9450005463796,406.24602765010457,387.3436145304768,349.82628418602116,431.4766443236685,441.0136722903794,434.32296037453943,406.1258506885179,403.4696470538209,399.6695197663997,417.7938408787306,463.76321619868077,436.874471699583,434.34651296379826,503.21978411977295,485.8851489562865,494.6110163099474,489.5163262589742,527.8941758916735,472.58278743174833,453.7212625094331,478.5154872476435,516.9025505798176,465.91941368690453,448.047584717667,474.72899112651305,455.8624135222567,477.25042239248023,443.3291207442305,426.51830989964327,408.04106772775884,415.6259367168844,367.8588578694667,360.83793607412673,345.4425809150376,358.1513846376084,333.3157115997563,328.38932432244405,318.31653846012426,261.3707594573628,299.61710253160396,297.5090624952362,325.6945019548276,289.84555862371855,313.69567999329314,254.23241456271256,231.35618751700244,239.74654086099034,269.3855645178842,163.45692796293986,203.32683383835263,201.3636034864886,272.85259405711327,241.46486458728515,217.59446688460358,221.5165665681272,225.65795301323936,224.05205464863437,213.96963225597486,230.3862604537426,0
268.9309795050398,235.56005023274636,217.5560062589214,256.40589142211996,220.2297504810001,325.2935083910648,361.3553766764531,368.30435962499473,385.6677144487104,363.8437579929782,381.36401939866187,367.1376053484043,343.4028953486684,319.34486991165016,386.9635097908662,360.94666856433,289.66848680120574,292.5672343165302,278.0488054279996,325.90461944244845,355.7643315900581,364.4081372620575,349.39182296341505,362.0814753455542,353.2905117019508,383.8579282737752,426.3096530304552,408.4281879313546,403.3645454520786,369.7893670969799,354.75006704863756,394.30584669059925,339.16934834520725,323.7928892800725,396.2159536894423,384.99659632035184,349.13516414265723,317.8847257550501,399.73628417876773,412.82580287249516,406.32609321075813,394.91754327453367,473.9335075821172,480.7220714303719,455.32630582418096,436.4922310103275,460.84117345825854,500.3981372278325,491.75263586044116,470.18317882254536,426.32119030585505,448.34768522378283,412.3917233282703,444.8468571776901,459.21358510552386,418.6748567997086,423.8894240966313,397.4514183508337,439.3177077371671,434.53887474166305,0
815.1836665340007,788.525679139071,804.7481224753708,835.4043414930331,781.9288149291793,800.6562748679123,773.2293576001773,816.113051911928,748.4293103485111,782.7763937492277,815.3375832738702,786.3628035390585,745.4000258474815,770.9027897311281,773.0551412288737,829.4957087195139,809.9105246655615,812.4628377126913,759.3502794712592,790.2233526182713,829.0214828350834,812.5147886620308,777.4147750155475,809.7548596367899,758.0012892480726,768.676128537096,743.0264967761497,787.298303995183,805.9401324310483,766.0097526818228,787.8061288813757,769.1164580938519,775.3181086886656,763.9424634288329,821.1295654256052,772.8194943650522,783.8652092733403,776.9663804473793,797.9779026573882,852.3598278413342,859.7534925027328,784.6302003146872,800.5517328511204,814.1735209760092,821.5300405655303,806.0441108111463,817.80582234078,800.4709238621238,774.424399529443,817.6505135759496,793.6344105247114,798.5402419289887,756.3085005261021,770.9587599407289,780.5805357248973,803.3782833987483,835.0900214081147,809.6734520831762,785.6303551246584,765.4898486619201,1
180.38451213042828,264.12680491523173,186.68119471701993,275.9791209672935,241.3809770928561,282.6765131150494,276.35905961536764,329.70823954028305,293.0002652509629,282.2040173061929,298.368565138964,282.65816140237445,288.3770681309661,262.47254429848914,275.97826723631937,263.75575616135785,280.912971313677,283.7618064910948,314.71208092812253,298.4039086946127,279.86828118537085,279.0459476279381,286.61857623642277,257.58313604877355,286.76981733004413,272.48386479539795,286.0809529745898,299.3007716033443,254.21299985412742,271.8282308255261,292.17389185543726,302.67003725746815,328.20519822721735,260.4513211275248,339.07199464751375,342.60564212987543,342.7888776484166,320.6712579799604,331.83855474501803,407.66514773112186,372.2734640235169,381.8288938736088,371.1890625793316,404.33918280367766,389.53088249779023,379.8605628958359,389.3275405028796,383.25276673603594,421.47995351685597,424.042965302447,450.064247192755,435.3983882648404,509.7140241369101,471.5605742705922,474.22636180283143,451.6803329709351,445.066180270643,450.79608235197855,463.2545738249626,518.9087426662015,0
